fucose	142191	3.20971e-11	142191	HUMAN_PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)	BIOCYC	organism-specific biosystem	Homo sapiens 
sorbitol	1269956	6.339e-08	1269956	R-HSA-1430728	Metabolism	REACTOME	organism-specific biosystem	Homo sapiens 
sorbitol	1269957	6.339e-08	1269957	R-HSA-71387	Metabolism of carbohydrates	REACTOME	organism-specific biosystem	Homo sapiens 
sorbitol	82930	6.339e-08	82930	hsa00051	Fructose and mannose metabolism	KEGG	organism-specific biosystem	Homo sapiens 
sorbitol	82931	6.339e-08	82931	hsa00052	Galactose metabolism	KEGG	organism-specific biosystem	Homo sapiens 
sorbitol	132956	6.339e-08	132956	hsa01100	Metabolic pathways	KEGG	organism-specific biosystem	Homo sapiens 
sorbitol	1269966	6.339e-08	1269966	R-HSA-5652227	Fructose biosynthesis	REACTOME	organism-specific biosystem	Homo sapiens 
sorbitol	1269965	6.339e-08	1269965	R-HSA-5652084	Fructose metabolism	REACTOME	organism-specific biosystem	Homo sapiens 
sorbitol	83035	6.339e-08	83035	hsa02010	ABC transporters	KEGG	organism-specific biosystem	Homo sapiens 
sorbitol	198624	6.339e-08	198624	WP1652	Fructose and mannose metabolism	WikiPathways	organism-specific biosystem	 
sorbitol	198338	6.339e-08	198338	WP1265	Polyol pathway	WikiPathways	organism-specific biosystem	 
sorbitol	198815	6.339e-08	198815	WP690	Polyol Pathway	WikiPathways	organism-specific biosystem	 
sorbitol	219765	6.339e-08	219765	WP1303	Polyol pathway	WikiPathways	organism-specific biosystem	 
sorbitol	920884	6.339e-08	920884	WP1054	Polyol Pathway	WikiPathways	organism-specific biosystem	 
sorbitol	921039	6.339e-08	921039	WP1218	Polyol pathway	WikiPathways	organism-specific biosystem	 
sorbitol	1458181	6.339e-08	1458181	WP1170	Polyol pathway	WikiPathways	organism-specific biosystem	 
sorbitol	1458472	6.339e-08	1458472	WP936	Polyol pathway	WikiPathways	organism-specific biosystem	 
sorbitol	1458479	6.339e-08	1458479	WP1236	Polyol pathway	WikiPathways	organism-specific biosystem	 
sorbitol	1458504	6.339e-08	1458504	WP3894	Fructose Metabolism in Proximal Tubules	WikiPathways	organism-specific biosystem	 
sorbitol	1458510	6.339e-08	1458510	WP1375	Polyol pathway	WikiPathways	organism-specific biosystem	 
sorbitol	1468872	6.339e-08	1468872	WP3916	Hexoses metabolism in proximal tubules	WikiPathways	organism-specific biosystem	 
Cer (d42:2) B	198577	6.65662e-08	198577	WP1019	FAS pathway and Stress induction of HSP regulation	WikiPathways	organism-specific biosystem	 
Cer (d42:2) B	198584	6.65662e-08	198584	WP1138	FAS pathway and Stress induction of HSP regulation	WikiPathways	organism-specific biosystem	 
Cer (d42:2) B	198894	6.65662e-08	198894	WP314	Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation	WikiPathways	organism-specific biosystem	 
Cer (d42:2) B	198973	6.65662e-08	198973	WP511	FAS pathway and Stress induction of HSP regulation	WikiPathways	organism-specific biosystem	 
Cer (d42:2) B	199026	6.65662e-08	199026	WP902	FAS pathway and Stress induction of HSP regulation	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	82931	8.57314e-08	82931	hsa00052	Galactose metabolism	KEGG	organism-specific biosystem	Homo sapiens 
glucose-1-phosphate	82974	8.57314e-08	82974	hsa00500	Starch and sucrose metabolism	KEGG	organism-specific biosystem	Homo sapiens 
glucose-1-phosphate	132956	8.57314e-08	132956	hsa01100	Metabolic pathways	KEGG	organism-specific biosystem	Homo sapiens 
glucose-1-phosphate	82929	8.57314e-08	82929	hsa00040	Pentose and glucuronate interconversions	KEGG	organism-specific biosystem	Homo sapiens 
glucose-1-phosphate	82979	8.57314e-08	82979	hsa00520	Amino sugar and nucleotide sugar metabolism	KEGG	organism-specific biosystem	Homo sapiens 
glucose-1-phosphate	198690	8.57314e-08	198690	WP14	Sucrose Biosynthesis	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	664436	8.57314e-08	664436	hsa_M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	KEGG	organism-specific biosystem	Homo sapiens 
glucose-1-phosphate	961175	8.57314e-08	961175	hsa_M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	KEGG	organism-specific biosystem	Homo sapiens 
glucose-1-phosphate	82926	8.57314e-08	82926	hsa00010	Glycolysis / Gluconeogenesis	KEGG	organism-specific biosystem	Homo sapiens 
glucose-1-phosphate	198268	8.57314e-08	198268	WP144	Glycolysis and Gluconeogenesis	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198422	8.57314e-08	198422	WP63	Pentose Phosphate Pathway	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198641	8.57314e-08	198641	WP546	Lactose degradation	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198683	8.57314e-08	198683	WP549	Galactose Metabolism	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198698	8.57314e-08	198698	WP563	Glycerol Teichoic Acid Biosynthesis	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198701	8.57314e-08	198701	WP260	Glucose-1-phosphate metabolism	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198733	8.57314e-08	198733	WP332	RuMP cycle and formaldehyde assimilation	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198738	8.57314e-08	198738	WP121	Colanic Acid Building Blocks Biosynthesis	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198740	8.57314e-08	198740	WP379	Non-Oxidative Branch of the Pentose Pathway	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198741	8.57314e-08	198741	WP257	Starch and Cellulose Biosynthesis	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198746	8.57314e-08	198746	WP109	UDP-Glucose Conversion	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198753	8.57314e-08	198753	WP70	Trehalose Degradation, Low Osmolarity	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	920997	8.57314e-08	920997	WP1231	Pentose Phosphate Pathway	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	1144996	8.57314e-08	1144996	hsa04922	Glucagon signaling pathway	KEGG	organism-specific biosystem	Homo sapiens 
glucose-1-phosphate	198507	8.57314e-08	198507	WP282	Pentose Phosphate Pathway	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198660	8.57314e-08	198660	WP112	Principle Pathways of Carbon Metabolism	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198679	8.57314e-08	198679	WP369	Pentose Phosphate Pathway	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198681	8.57314e-08	198681	WP253	Glycolysis	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198569	8.57314e-08	198569	WP1073	Glycogen Metabolism	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198671	8.57314e-08	198671	WP239	Trehalose Biosynthesis	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198676	8.57314e-08	198676	WP478	Glycogen Catabolism	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198684	8.57314e-08	198684	WP156	Gluconeogenesis	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198685	8.57314e-08	198685	WP417	Oxidative Branch of the Pentose Phosphate Pathway	WikiPathways	organism-specific biosystem	 
glucose-1-phosphate	198856	8.57314e-08	198856	WP500	Glycogen Metabolism	WikiPathways	organism-specific biosystem	 
PC 32:0 	198329	1.66179e-06	198329	WP175	Acetylcholine Synthesis	WikiPathways	organism-specific biosystem	 
PC 32:0 	198547	1.66179e-06	198547	WP1034	Acetylcholine Synthesis	WikiPathways	organism-specific biosystem	 
PC 32:0 	198820	1.66179e-06	198820	WP528	Acetylcholine Synthesis	WikiPathways	organism-specific biosystem	 
isoleucine	82952	4.77293e-06	82952	hsa00280	Valine, leucine and isoleucine degradation	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	132956	4.77293e-06	132956	hsa01100	Metabolic pathways	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	82954	4.77293e-06	82954	hsa00290	Valine, leucine and isoleucine biosynthesis	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	83030	4.77293e-06	83030	hsa00970	Aminoacyl-tRNA biosynthesis	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	714485	4.77293e-06	714485	hsa01210	2-Oxocarboxylic acid metabolism	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	790012	4.77293e-06	790012	hsa01230	Biosynthesis of amino acids	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	83035	4.77293e-06	83035	hsa02010	ABC transporters	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	172847	4.77293e-06	172847	hsa04974	Protein digestion and absorption	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	212237	4.77293e-06	212237	hsa04978	Mineral absorption	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	921054	4.77293e-06	921054	WP1451	Valine, leucine and isoleucine degradation	WikiPathways	organism-specific biosystem	 
isoleucine	1059538	4.77293e-06	1059538	hsa05230	Central carbon metabolism in cancer	KEGG	organism-specific biosystem	Homo sapiens 
isoleucine	198416	4.77293e-06	198416	WP662	Amino Acid metabolism	WikiPathways	organism-specific biosystem	 
isoleucine	198867	4.77293e-06	198867	WP661	Glucose Homeostasis	WikiPathways	organism-specific biosystem	 
isoleucine	1471249	4.77293e-06	1471249	WP3925	Amino Acid metabolism	WikiPathways	organism-specific biosystem	 
pseudo uridine	1269956	8.12832e-06	1269956	R-HSA-1430728	Metabolism	REACTOME	organism-specific biosystem	Homo sapiens 
pseudo uridine	82946	8.12832e-06	82946	hsa00240	Pyrimidine metabolism	KEGG	organism-specific biosystem	Homo sapiens 
pseudo uridine	1270133	8.12832e-06	1270133	R-HSA-15869	Metabolism of nucleotides	REACTOME	organism-specific biosystem	Homo sapiens 
pseudo uridine	1270138	8.12832e-06	1270138	R-HSA-73848	Pyrimidine metabolism	REACTOME	organism-specific biosystem	Homo sapiens 
pseudo uridine	1270140	8.12832e-06	1270140	R-HSA-73614	Pyrimidine salvage reactions	REACTOME	organism-specific biosystem	Homo sapiens 
threonic acid	198626	9.35262e-06	198626	WP1622	Ascorbate and aldarate metabolism	WikiPathways	organism-specific biosystem	 
glucuronic acid	132956	1.14491e-05	132956	hsa01100	Metabolic pathways	KEGG	organism-specific biosystem	Homo sapiens 
glucuronic acid	82929	1.14491e-05	82929	hsa00040	Pentose and glucuronate interconversions	KEGG	organism-specific biosystem	Homo sapiens 
glucuronic acid	82932	1.14491e-05	82932	hsa00053	Ascorbate and aldarate metabolism	KEGG	organism-specific biosystem	Homo sapiens 
glucuronic acid	82979	1.14491e-05	82979	hsa00520	Amino sugar and nucleotide sugar metabolism	KEGG	organism-specific biosystem	Homo sapiens 
glucuronic acid	82987	1.14491e-05	82987	hsa00562	Inositol phosphate metabolism	KEGG	organism-specific biosystem	Homo sapiens 
glucuronic acid	997799	1.14491e-05	997799	hsa_M00014	Glucuronate pathway (uronate pathway)	KEGG	organism-specific biosystem	Homo sapiens 
mannose	1269903	2.26066e-05	1269903	R-HSA-382551	Transmembrane transport of small molecules	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1268701	2.26066e-05	1268701	R-HSA-597592	Post-translational protein modification	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1268714	2.26066e-05	1268714	R-HSA-446203	Asparagine N-linked glycosylation	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1269956	2.26066e-05	1269956	R-HSA-1430728	Metabolism	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1268677	2.26066e-05	1268677	R-HSA-392499	Metabolism of proteins	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1269957	2.26066e-05	1269957	R-HSA-71387	Metabolism of carbohydrates	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1268722	2.26066e-05	1268722	R-HSA-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1268725	2.26066e-05	1268725	R-HSA-948021	Transport to the Golgi and subsequent modification	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1269876	2.26066e-05	1269876	R-HSA-5653656	Vesicle-mediated transport	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1269907	2.26066e-05	1269907	R-HSA-425407	SLC-mediated transmembrane transport	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1269920	2.26066e-05	1269920	R-HSA-189200	Hexose transport	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	82930	2.26066e-05	82930	hsa00051	Fructose and mannose metabolism	KEGG	organism-specific biosystem	Homo sapiens 
mannose	82931	2.26066e-05	82931	hsa00052	Galactose metabolism	KEGG	organism-specific biosystem	Homo sapiens 
mannose	132956	2.26066e-05	132956	hsa01100	Metabolic pathways	KEGG	organism-specific biosystem	Homo sapiens 
mannose	1268732	2.26066e-05	1268732	R-HSA-975578	Reactions specific to the complex N-glycan synthesis pathway	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1268723	2.26066e-05	1268723	R-HSA-901042	Calnexin/calreticulin cycle	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1268728	2.26066e-05	1268728	R-HSA-964739	N-glycan trimming and elongation in the cis-Golgi	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1268730	2.26066e-05	1268730	R-HSA-975576	N-glycan antennae elongation in the medial/trans-Golgi	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1269897	2.26066e-05	1269897	R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1269923	2.26066e-05	1269923	R-HSA-425366	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	82979	2.26066e-05	82979	hsa00520	Amino sugar and nucleotide sugar metabolism	KEGG	organism-specific biosystem	Homo sapiens 
mannose	1268724	2.26066e-05	1268724	R-HSA-901032	ER Quality Control Compartment (ERQC)	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1268729	2.26066e-05	1268729	R-HSA-964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1269899	2.26066e-05	1269899	R-HSA-3000480	Scavenging by Class A Receptors	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1269926	2.26066e-05	1269926	R-HSA-428808	Na+-dependent glucose transporters	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	1383061	2.26066e-05	1383061	R-HSA-8853383	Lysosomal oligosaccharide catabolism	REACTOME	organism-specific biosystem	Homo sapiens 
mannose	83035	2.26066e-05	83035	hsa02010	ABC transporters	KEGG	organism-specific biosystem	Homo sapiens 
mannose	99052	2.26066e-05	99052	hsa04142	Lysosome	KEGG	organism-specific biosystem	Homo sapiens 
mannose	198624	2.26066e-05	198624	WP1652	Fructose and mannose metabolism	WikiPathways	organism-specific biosystem	 
ribose	82928	2.77257e-05	82928	hsa00030	Pentose phosphate pathway	KEGG	organism-specific biosystem	Homo sapiens 
ribose	83035	2.77257e-05	83035	hsa02010	ABC transporters	KEGG	organism-specific biosystem	Homo sapiens 
ribose	198341	2.77257e-05	198341	WP87	Nucleotide Metabolism	WikiPathways	organism-specific biosystem	 
ribose	198708	2.77257e-05	198708	WP220	Ribose and Deoxyribose Phosphate Metabolism	WikiPathways	organism-specific biosystem	 
ribose	198737	2.77257e-05	198737	WP321	Nucleotide Metabolism	WikiPathways	organism-specific biosystem	 
ribose	198876	2.77257e-05	198876	WP404	Nucleotide Metabolism	WikiPathways	organism-specific biosystem	 
ribose	672466	2.77257e-05	672466	WP1493	Carbon assimilation C4 pathway	WikiPathways	organism-specific biosystem	 
ribose	1458348	2.77257e-05	1458348	WP3211	Nucleotide Metabolism	WikiPathways	organism-specific biosystem	 
ribose	198743	2.77257e-05	198743	WP95	Salvage Pathways of Pyrimidine Ribonucleotides	WikiPathways	organism-specific biosystem	 
valine	82952	3.99358e-05	82952	hsa00280	Valine, leucine and isoleucine degradation	KEGG	organism-specific biosystem	Homo sapiens 
valine	83015	3.99358e-05	83015	hsa00770	Pantothenate and CoA biosynthesis	KEGG	organism-specific biosystem	Homo sapiens 
valine	132956	3.99358e-05	132956	hsa01100	Metabolic pathways	KEGG	organism-specific biosystem	Homo sapiens 
valine	82954	3.99358e-05	82954	hsa00290	Valine, leucine and isoleucine biosynthesis	KEGG	organism-specific biosystem	Homo sapiens 
valine	83030	3.99358e-05	83030	hsa00970	Aminoacyl-tRNA biosynthesis	KEGG	organism-specific biosystem	Homo sapiens 
valine	714485	3.99358e-05	714485	hsa01210	2-Oxocarboxylic acid metabolism	KEGG	organism-specific biosystem	Homo sapiens 
valine	790012	3.99358e-05	790012	hsa01230	Biosynthesis of amino acids	KEGG	organism-specific biosystem	Homo sapiens 
valine	83035	3.99358e-05	83035	hsa02010	ABC transporters	KEGG	organism-specific biosystem	Homo sapiens 
valine	172847	3.99358e-05	172847	hsa04974	Protein digestion and absorption	KEGG	organism-specific biosystem	Homo sapiens 
valine	198691	3.99358e-05	198691	WP359	Isoleucine and Valine biosynthesis	WikiPathways	organism-specific biosystem	 
valine	198717	3.99358e-05	198717	WP198	Isoleucine, Leucine, and Valine biosynthesis	WikiPathways	organism-specific biosystem	 
valine	212237	3.99358e-05	212237	hsa04978	Mineral absorption	KEGG	organism-specific biosystem	Homo sapiens 
valine	921054	3.99358e-05	921054	WP1451	Valine, leucine and isoleucine degradation	WikiPathways	organism-specific biosystem	 
valine	1059538	3.99358e-05	1059538	hsa05230	Central carbon metabolism in cancer	KEGG	organism-specific biosystem	Homo sapiens 
valine	198416	3.99358e-05	198416	WP662	Amino Acid metabolism	WikiPathways	organism-specific biosystem	 
valine	198867	3.99358e-05	198867	WP661	Glucose Homeostasis	WikiPathways	organism-specific biosystem	 
valine	1471249	3.99358e-05	1471249	WP3925	Amino Acid metabolism	WikiPathways	organism-specific biosystem	 
5-hydroxyindole-3-acetic acid NIST	1268783	0.000102009	1268783	R-HSA-380612	Metabolism of serotonin	REACTOME	organism-specific biosystem	Homo sapiens 
5-hydroxyindole-3-acetic acid NIST	1268778	0.000102009	1268778	R-HSA-112311	Neurotransmitter Clearance In The Synaptic Cleft	REACTOME	organism-specific biosystem	Homo sapiens 
5-hydroxyindole-3-acetic acid NIST	1268782	0.000102009	1268782	R-HSA-380615	Serotonin clearance from the synaptic cleft	REACTOME	organism-specific biosystem	Homo sapiens 
5-hydroxyindole-3-acetic acid NIST	1268763	0.000102009	1268763	R-HSA-112316	Neuronal System	REACTOME	organism-specific biosystem	Homo sapiens 
5-hydroxyindole-3-acetic acid NIST	1268766	0.000102009	1268766	R-HSA-112315	Transmission across Chemical Synapses	REACTOME	organism-specific biosystem	Homo sapiens 
5-hydroxyindole-3-acetic acid NIST	132956	0.000102009	132956	hsa01100	Metabolic pathways	KEGG	organism-specific biosystem	Homo sapiens 
5-hydroxyindole-3-acetic acid NIST	82964	0.000102009	82964	hsa00380	Tryptophan metabolism	KEGG	organism-specific biosystem	Homo sapiens 
5-hydroxyindole-3-acetic acid NIST	198332	0.000102009	198332	WP79	Tryptophan metabolism	WikiPathways	organism-specific biosystem	 
5-hydroxyindole-3-acetic acid NIST	525336	0.000102009	525336	hsa04726	Serotonergic synapse	KEGG	organism-specific biosystem	Homo sapiens 
5-hydroxyindole-3-acetic acid NIST	198416	0.000102009	198416	WP662	Amino Acid metabolism	WikiPathways	organism-specific biosystem	 
5-hydroxyindole-3-acetic acid NIST	1471249	0.000102009	1471249	WP3925	Amino Acid metabolism	WikiPathways	organism-specific biosystem	 
5-hydroxyindole-3-acetic acid NIST	198901	0.000102009	198901	WP706	Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways	WikiPathways	organism-specific biosystem	 
5-hydroxyindole-3-acetic acid NIST	1458209	0.000102009	1458209	WP3298	Melatonin metabolism and effects	WikiPathways	organism-specific biosystem	 
5-hydroxyindole-3-acetic acid NIST	1458309	0.000102009	1458309	WP3165	Neurotransmitter Clearance In The Synaptic Cleft	WikiPathways	organism-specific biosystem	 
5-hydroxyindole-3-acetic acid NIST	1458363	0.000102009	1458363	WP3130	SIDS Susceptibility Pathways	WikiPathways	organism-specific biosystem	 
erythritol	83035	0.00016027	83035	hsa02010	ABC transporters	KEGG	organism-specific biosystem	Homo sapiens 
cholesterol	1269903	0.000175831	1269903	R-HSA-382551	Transmembrane transport of small molecules	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1268854	0.000175831	1268854	R-HSA-1643685	Disease	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1269170	0.000175831	1269170	R-HSA-168256	Immune System	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1269203	0.000175831	1269203	R-HSA-168249	Innate Immune System	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1269956	0.000175831	1269956	R-HSA-1430728	Metabolism	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1270001	0.000175831	1270001	R-HSA-556833	Metabolism of lipids and lipoproteins	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1270144	0.000175831	1270144	R-HSA-196854	Metabolism of vitamins and cofactors	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1270002	0.000175831	1270002	R-HSA-73923	Lipid digestion, mobilization, and transport	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1270005	0.000175831	1270005	R-HSA-174824	Lipoprotein metabolism	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1270302	0.000175831	1270302	R-HSA-1266738	Developmental Biology	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1268855	0.000175831	1268855	R-HSA-5663202	Diseases of signal transduction	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1268932	0.000175831	1268932	R-HSA-5619115	Disorders of transmembrane transporters	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1269204	0.000175831	1269204	R-HSA-168898	Toll-Like Receptors Cascades	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1269379	0.000175831	1269379	R-HSA-162582	Signal Transduction	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1269633	0.000175831	1269633	R-HSA-5358351	Signaling by Hedgehog	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1269876	0.000175831	1269876	R-HSA-5653656	Vesicle-mediated transport	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	132956	0.000175831	132956	hsa01100	Metabolic pathways	KEGG	organism-specific biosystem	Homo sapiens 
cholesterol	142266	0.000175831	142266	HUMAN_PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	BIOCYC	organism-specific biosystem	Homo sapiens 
cholesterol	142267	0.000175831	142267	HUMAN_PWY66-341	cholesterol biosynthesis I	BIOCYC	organism-specific biosystem	Homo sapiens 
cholesterol	142268	0.000175831	142268	HUMAN_PWY66-4	cholesterol biosynthesis III (via desmosterol)	BIOCYC	organism-specific biosystem	Homo sapiens 
cholesterol	142269	0.000175831	142269	HUMAN_PWY66-5	superpathway of cholesterol biosynthesis	BIOCYC	organism-specific biosystem	Homo sapiens 
cholesterol	1339129	0.000175831	1339129	R-HSA-5682113	Defective ABCA1 causes Tangier disease	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1339137	0.000175831	1339137	R-HSA-5679096	Defective ABCG5 causes sitosterolemia	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1339138	0.000175831	1339138	R-HSA-5679090	Defective ABCG8 causes gallbladder disease 4 and sitosterolemia	REACTOME	organism-specific biosystem	Homo sapiens 
cholesterol	1268927	0.000175831	1268927	R-HSA-5387390	Hh mutants abrogate ligand secretion	REACTOME	organism-specific biosystem	Homo sapiens 
